"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"chuẩn bị thi final Toán rôi lo quá","Thi final Toán rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Mạng máy tính đang tới gần 🔥","Thi cuối kỳ Mạng máy tính đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline on thi cuối kỳ Lập trenh aang tới gần","Thi cuối kỳ Lập trenh aang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Lập trình rôi lo quá","Thi final Lập trình rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Lập trình rôi lo quá","Thi final Lập trình rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"deadline ôn thi cuối kỳ Cơ sở dữ liệu đang tới gần","Thi cuối kỳ Cơ sở dữ liệu đang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Toán rôi lo quá","Thi final Toán rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Hóa đang tới gần ak","Thi cuối kỳ Hóa đang tới gần ak","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Hóa rôi lo quá 😭","Thi final Hóa rôi lo quá 😭","ThiCuoiKy","5","1","high","","submission"
"deadline ôn thi cuối kỳ Toán đang tới gần vkl","Thi cuối kỳ Toán đang tới gần vkl","ThiCuoiKy","4","1","high","","submission"
"báo cáo Triết làm thuyết trình ez 👍","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Triết đang trễ tiến độ zz","Làm project","BaiTap","4","1","low","","submission"
"project môn Lý đang trễ tiến độ vkl","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Hóa làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project mon Lu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"report Triết làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"báo cáo Toán làm thuyết trình ez ak","Ôn tập","OnTap","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Lập trình làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Triết đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez 👍","Ôn tập","OnTap","2","0","low","","none"
"project môn Cơ sở dữ liệu đang trễ tiến độ vkl","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Cơ sở dữ liệu đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Hóa làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"bao cao Kỹ nyng mềm lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project mon Cd sở dữ liệu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ ak","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"report Toán làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Triết làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Lập trình làm thuyết trình ez 👍","Ôn tập","OnTap","2","0","low","","none"
"bao cao Mạng may tinh lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"bao cao Triết lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"báo cáo Triết làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"project mon Mạng may tinh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Hóa làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Triết làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"report Mạng máy tính làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"project môn Triết đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Hóa làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Mạng máy tính làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"report Kỹ năng mềm làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"báo cáo Triết làm thuyết trình ez ak","Ôn tập","OnTap","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"project mon Toan aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Lý làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"report Lý làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"bao cao Hoa lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Hóa đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez zz","Ôn tập","OnTap","2","0","low","","none"
"project môn Hóa đang trễ tiến độ 🔥","Làm project","BaiTap","4","1","low","","submission"
"report Cơ sở dữ liệu làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"bao cao Kỹ nyng mềm lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Mạng máy tính làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez hz","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Triết làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Toán đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Kỹ năng mềm đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"report Lý làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez 😭","Ôn tập","OnTap","2","0","low","","none"
"project mon Lập trenh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Lập trình đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Lý đang trễ tiến độ vkl","Làm project","BaiTap","4","1","low","","submission"
"project môn Lý đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project mon Cd sở dữ liệu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project mon Lập trenh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"bao cao Lu lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ vkl","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Hóa đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Toán làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project mon Kỹ nyng mềm aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Lập trình đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Toán làm thuyết trình ez 😭","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Lý làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"bao cao Mạng may tinh lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project mon Hoa aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"report Kỹ năng mềm làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"báo cáo Toán làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Lý làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project mon Cd sở dữ liệu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Triết đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project mon Hoa aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ zz","Làm project","BaiTap","4","1","low","","submission"
"project mon Toan aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"project môn Kỹ năng mềm đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Hóa đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"bao cao Lập trenh lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Triết đang trễ tiến độ 🔥","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Hóa làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"project môn Kỹ năng mềm đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"project môn Lý đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"project môn Hóa đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"project mon Lu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Lý làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project mon Toan aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Triết làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez ak","Ôn tập","OnTap","2","0","low","","none"
"project môn Lý đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"project môn Lập trình đang trễ tiến độ ak","Làm project","BaiTap","4","1","low","","submission"
"project môn Triết đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Toán làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Lập trình làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"bao cao Mạng may tinh lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Lý đang trễ tiến độ zz","Làm project","BaiTap","4","1","low","","submission"
"project môn Mạng máy tính đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project mon Lu aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez 😭","Ôn tập","OnTap","2","0","low","","none"
"bao cao Cd sở dữ liệu lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"báo cáo Lập trình làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"project môn Triết đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Hóa đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Lý làm thuyết trình ez 🔥","Ôn tập","OnTap","2","0","low","","none"
"project môn Triết đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"report Kỹ năng mềm làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"project mon Lập trenh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"ngồi coy lại Kỹ nyng mềm mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Toan cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Toán cho kỹ 🔥","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người 😭","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"cuối tuần phải review lại Mạng máy tính cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Lý nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Triết sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Lý nhé mọi người 😂","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lý sương sương thôi 👍","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lý cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi coy lại Toan mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Triết sương sương thôi ak","Ôn tập","OnTap","2","0","low","","none"
"ngồi coy lại Cd sở dữ liệu mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Cd sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Triết nhé mọi người 😂","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lập trình sương sương thôi 🔥","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Lập trình mệt vl 😭 🔥","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Lập trình cho kỹ 😭","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Cơ sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Lý sương sương thôi 😂","Ôn tập","OnTap","2","0","low","","none"
"ngồi coy lại Lập trenh mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ngồi cày lại Kỹ năng mềm mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Toán nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lý sương sương thôi 👍","Ôn tập","OnTap","2","0","low","","none"
"ôn Triết sương sương thôi 😂","Ôn tập","OnTap","2","0","low","","none"
"ôn Hóa sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Mạng máy tính mệt vl 😭 zz","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Lý cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"on Triết sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"ôn Kỹ năng mềm sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ngồi cày lại Lý mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Triết cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi cày lại Triết mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Lập trình sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ôn Toán sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Lý mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ngồi cày lại Triết mệt vl 😭 👍","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Hóa nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ngồi cày lại Triết mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ngồi cày lại Mạng máy tính mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Hóa nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Toán sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Cơ sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Mạng máy tính sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Kỹ năng mềm mệt vl 😭 hz","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Triết cho kỹ 👍","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Kỹ nyng mềm cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Lý sương sương thôi hz","Ôn tập","OnTap","2","0","low","","none"
"on Kỹ nyng mềm sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"cuối tuần phải review lại Mạng máy tính cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Triết sương sương thôi hz","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Kỹ năng mềm cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Lập trình cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người 😭","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"on Kỹ nyng mềm sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"hôm nay ôn tập Lập trình nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Triết sương sương thôi 😭","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lý cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi cày lại Toán mệt vl 😭 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ngồi coy lại Triết mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Mạng máy tính nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Mạng máy tính nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"cuối tuần phải review lại Toán cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ngồi cày lại Hóa mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"on Cd sở dữ liệu sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"ngồi cày lại Triết mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Lý sương sương thôi ak","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Kỹ năng mềm cho kỹ 🔥","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Lý nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Kỹ năng mềm sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Mạng máy tính nhé mọi người ak","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hom nay on tập Toan nhe mọi người","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"on Triết sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"ngồi cày lại Cơ sở dữ liệu mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Mạng máy tính nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Mạng máy tính nhé mọi người 😂","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Mạng máy tính nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lập trình sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ôn Lập trình sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ôn Triết sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Mạng máy tính mệt vl 😭 👍","Nhắc nhở","NhacNho","5","0","low","","none"
"ngồi cày lại Cơ sở dữ liệu mệt vl 😭 😂","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Hóa sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Triết nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lập trình sương sương thôi 😭","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lập trình cho kỹ vkl","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Mạng máy tính sương sương thôi 😭","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lập trình cho kỹ 😂","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi cày lại Kỹ năng mềm mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Mạng máy tính cho kỹ 😂","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Triết cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Kỹ năng mềm cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Lý nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Lập trình nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lý sương sương thôi 👍","Ôn tập","OnTap","2","0","low","","none"
"ôn Mạng máy tính sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hom nay on tập Toan nhe mọi người","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"ngồi cày lại Cơ sở dữ liệu mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Lý cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hôm nay ôn tập Hóa nhé mọi người 🔥","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"hom nay on tập Cd sở dữ liệu nhe mọi người","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"ngồi cày lại Hóa mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Toán nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Lý sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Triết nhé mọi người 😭","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ngồi coy lại Hoa mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Triết sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người 😂","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ngồi cày lại Kỹ năng mềm mệt vl 😭 zz","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"cuối tuần phải review lại Hóa cho kỹ hz","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi cày lại Toán mệt vl 😭 vkl","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"cuối tuần phải review lại Toan cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Triết sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Cơ sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Toan cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi coy lại Mạng may tinh mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"on Hoa sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"cuối tuần phải review lại Mạng máy tính cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
